Customer_ID,Satisfaction_Score,Likelihood_to_Recommend,Feedback_Comments_Encoded,Feedback_Comment,Satisfaction_Score_Normalized,Likelihood_to_Recommend_Normalized,Recommendation_Category,Satisfaction_Category
732,1.0,10,2,Unsatisfactory,0.0,1.0,High,Dissatisfied
823,4.0,6,4,Needs improvement,0.3333333333333333,0.5555555555555556,Medium,Neutral
989,6.0,9,0,Good service,0.5555555555555556,0.8888888888888888,High,Neutral
805,9.0,1,3,Very satisfied,0.8888888888888888,0.0,Low,Satisfied
212,5.0,7,4,Good service,0.4444444444444445,0.6666666666666665,Medium,Neutral
189,9.0,6,1,Very satisfied,0.8888888888888888,0.5555555555555556,Medium,Satisfied
75,1.0,4,3,Unsatisfactory,0.0,0.3333333333333333,Low,Dissatisfied
754,7.0,3,2,Good service,0.6666666666666665,0.2222222222222222,Low,Satisfied
114,7.0,9,3,Good service,0.6666666666666665,0.8888888888888888,High,Satisfied
679,6.0,10,3,Good service,0.5555555555555556,1.0,High,Neutral
618,4.0,5,0,Needs improvement,0.3333333333333333,0.4444444444444445,Medium,Neutral
151,9.0,8,4,Very satisfied,0.8888888888888888,0.7777777777777777,High,Satisfied
436,3.0,4,4,Needs improvement,0.2222222222222222,0.3333333333333333,Low,Dissatisfied
878,1.0,4,4,Unsatisfactory,0.0,0.3333333333333333,Low,Dissatisfied
84,2.0,6,0,Unsatisfactory,0.1111111111111111,0.5555555555555556,Medium,Dissatisfied
212,3.0,6,1,Needs improvement,0.2222222222222222,0.5555555555555556,Medium,Dissatisfied
834,6.0,2,1,Good service,0.5555555555555556,0.1111111111111111,Low,Neutral
781,7.0,9,1,Good service,0.6666666666666665,0.8888888888888888,High,Satisfied
461,5.0,2,3,Good service,0.4444444444444445,0.1111111111111111,Low,Neutral
937,5.0,9,3,Good service,0.4444444444444445,0.8888888888888888,High,Neutral
177,7.0,8,2,Good service,0.6666666666666665,0.7777777777777777,High,Satisfied
783,6.0,10,4,Good service,0.5555555555555556,1.0,High,Neutral
312,8.0,7,0,Very satisfied,0.7777777777777777,0.6666666666666665,Medium,Satisfied
694,9.0,5,1,Very satisfied,0.8888888888888888,0.4444444444444445,Medium,Satisfied
159,2.0,3,2,Unsatisfactory,0.1111111111111111,0.2222222222222222,Low,Dissatisfied
701,2.0,2,4,Unsatisfactory,0.1111111111111111,0.1111111111111111,Low,Dissatisfied
186,1.0,8,4,Unsatisfactory,0.0,0.7777777777777777,High,Dissatisfied
471,7.0,2,4,Good service,0.6666666666666665,0.1111111111111111,Low,Satisfied
956,4.0,8,2,Needs improvement,0.3333333333333333,0.7777777777777777,High,Neutral
309,9.0,5,2,Very satisfied,0.8888888888888888,0.4444444444444445,Medium,Satisfied
982,6.0,9,4,Good service,0.5555555555555556,0.8888888888888888,High,Neutral
246,7.0,4,1,Good service,0.6666666666666665,0.3333333333333333,Low,Satisfied
829,7.0,8,3,Good service,0.6666666666666665,0.7777777777777777,High,Satisfied
976,8.0,7,4,Very satisfied,0.7777777777777777,0.6666666666666665,Medium,Satisfied
384,4.0,8,1,Needs improvement,0.3333333333333333,0.7777777777777777,High,Neutral
42,3.0,5,1,Needs improvement,0.2222222222222222,0.4444444444444445,Medium,Dissatisfied
285,3.0,2,3,Needs improvement,0.2222222222222222,0.1111111111111111,Low,Dissatisfied
980,10.0,7,1,Excellent,1.0,0.6666666666666665,Medium,Satisfied
988,8.0,3,0,Very satisfied,0.7777777777777777,0.2222222222222222,Low,Satisfied
923,3.0,10,1,Needs improvement,0.2222222222222222,1.0,High,Dissatisfied
300,8.0,10,1,Very satisfied,0.7777777777777777,1.0,High,Satisfied
989,2.0,10,4,Unsatisfactory,0.1111111111111111,1.0,High,Dissatisfied
901,5.0,10,2,Good service,0.4444444444444445,1.0,High,Neutral
436,5.0,2,1,Good service,0.4444444444444445,0.1111111111111111,Low,Neutral
369,7.0,3,2,Good service,0.6666666666666665,0.2222222222222222,Low,Satisfied
874,5.0,4,1,Good service,0.4444444444444445,0.3333333333333333,Low,Neutral
486,9.0,10,1,Very satisfied,0.8888888888888888,1.0,High,Satisfied
949,6.0,7,3,Good service,0.5555555555555556,0.6666666666666665,Medium,Neutral
436,9.0,10,3,Very satisfied,0.8888888888888888,1.0,High,Satisfied
806,1.0,1,4,Unsatisfactory,0.0,0.0,Low,Dissatisfied
428,3.0,6,2,Needs improvement,0.2222222222222222,0.5555555555555556,Medium,Dissatisfied
181,4.0,6,2,Needs improvement,0.3333333333333333,0.5555555555555556,Medium,Neutral
883,6.0,8,4,Good service,0.5555555555555556,0.7777777777777777,High,Neutral
898,10.0,2,1,Excellent,1.0,0.1111111111111111,Low,Satisfied
877,8.0,2,1,Very satisfied,0.7777777777777777,0.1111111111111111,Low,Satisfied
694,7.0,1,1,Good service,0.6666666666666665,0.0,Low,Satisfied
340,8.0,3,3,Very satisfied,0.7777777777777777,0.2222222222222222,Low,Satisfied
491,6.0,7,4,Good service,0.5555555555555556,0.6666666666666665,Medium,Neutral
495,6.0,8,4,Good service,0.5555555555555556,0.7777777777777777,High,Neutral
973,6.0,7,1,Good service,0.5555555555555556,0.6666666666666665,Medium,Neutral
730,3.0,9,0,Needs improvement,0.2222222222222222,0.8888888888888888,High,Dissatisfied
163,10.0,8,3,Excellent,1.0,0.7777777777777777,High,Satisfied
558,4.0,8,4,Needs improvement,0.3333333333333333,0.7777777777777777,High,Neutral
456,6.0,2,1,Good service,0.5555555555555556,0.1111111111111111,Low,Neutral
92,7.0,1,1,Good service,0.6666666666666665,0.0,Low,Satisfied
105,3.0,6,2,Needs improvement,0.2222222222222222,0.5555555555555556,Medium,Dissatisfied
719,4.0,7,1,Needs improvement,0.3333333333333333,0.6666666666666665,Medium,Neutral
439,6.0,6,0,Good service,0.5555555555555556,0.5555555555555556,Medium,Neutral
498,1.0,7,1,Unsatisfactory,0.0,0.6666666666666665,Medium,Dissatisfied
328,7.0,8,2,Good service,0.6666666666666665,0.7777777777777777,High,Satisfied
651,1.0,2,3,Unsatisfactory,0.0,0.1111111111111111,Low,Dissatisfied
541,10.0,1,3,Excellent,1.0,0.0,Low,Satisfied
509,9.0,10,1,Very satisfied,0.8888888888888888,1.0,High,Satisfied
251,6.0,8,2,Good service,0.5555555555555556,0.7777777777777777,High,Neutral
965,9.0,8,1,Very satisfied,0.8888888888888888,0.7777777777777777,High,Satisfied
191,9.0,8,1,Very satisfied,0.8888888888888888,0.7777777777777777,High,Satisfied
47,4.0,10,3,Needs improvement,0.3333333333333333,1.0,High,Neutral
879,2.0,7,0,Unsatisfactory,0.1111111111111111,0.6666666666666665,Medium,Dissatisfied
251,7.0,2,3,Good service,0.6666666666666665,0.1111111111111111,Low,Satisfied
775,4.0,4,1,Needs improvement,0.3333333333333333,0.3333333333333333,Low,Neutral
885,5.0,9,3,Good service,0.4444444444444445,0.8888888888888888,High,Neutral
64,1.0,8,4,Unsatisfactory,0.0,0.7777777777777777,High,Dissatisfied
850,10.0,4,4,Excellent,1.0,0.3333333333333333,Low,Satisfied
320,6.0,8,2,Good service,0.5555555555555556,0.7777777777777777,High,Neutral
860,7.0,10,1,Good service,0.6666666666666665,1.0,High,Satisfied
780,3.0,6,0,Needs improvement,0.2222222222222222,0.5555555555555556,Medium,Dissatisfied
524,10.0,9,1,Excellent,1.0,0.8888888888888888,High,Satisfied
292,2.0,1,1,Unsatisfactory,0.1111111111111111,0.0,Low,Dissatisfied
29,10.0,6,2,Excellent,1.0,0.5555555555555556,Medium,Satisfied
651,7.0,4,3,Good service,0.6666666666666665,0.3333333333333333,Low,Satisfied
437,1.0,3,1,Unsatisfactory,0.0,0.2222222222222222,Low,Dissatisfied
966,2.0,5,1,Unsatisfactory,0.1111111111111111,0.4444444444444445,Medium,Dissatisfied
597,3.0,10,3,Needs improvement,0.2222222222222222,1.0,High,Dissatisfied
586,4.0,8,1,Needs improvement,0.3333333333333333,0.7777777777777777,High,Neutral
763,5.0,10,4,Good service,0.4444444444444445,1.0,High,Neutral
736,4.0,6,2,Needs improvement,0.3333333333333333,0.5555555555555556,Medium,Neutral
47,10.0,1,4,Excellent,1.0,0.0,Low,Satisfied
417,3.0,6,0,Needs improvement,0.2222222222222222,0.5555555555555556,Medium,Dissatisfied
593,1.0,7,2,Unsatisfactory,0.0,0.6666666666666665,Medium,Dissatisfied
451,7.0,6,0,Good service,0.6666666666666665,0.5555555555555556,Medium,Satisfied
633,10.0,3,1,Excellent,1.0,0.2222222222222222,Low,Satisfied
555,6.0,9,0,Good service,0.5555555555555556,0.8888888888888888,High,Neutral
658,2.0,10,4,Unsatisfactory,0.1111111111111111,1.0,High,Dissatisfied
74,2.0,10,4,Unsatisfactory,0.1111111111111111,1.0,High,Dissatisfied
53,3.0,4,4,Needs improvement,0.2222222222222222,0.3333333333333333,Low,Dissatisfied
233,8.0,5,1,Very satisfied,0.7777777777777777,0.4444444444444445,Medium,Satisfied
807,8.0,5,4,Very satisfied,0.7777777777777777,0.4444444444444445,Medium,Satisfied
875,10.0,3,2,Excellent,1.0,0.2222222222222222,Low,Satisfied
200,10.0,2,1,Excellent,1.0,0.1111111111111111,Low,Satisfied
674,10.0,8,1,Excellent,1.0,0.7777777777777777,High,Satisfied
549,10.0,7,2,Excellent,1.0,0.6666666666666665,Medium,Satisfied
937,8.0,5,4,Very satisfied,0.7777777777777777,0.4444444444444445,Medium,Satisfied
97,7.0,1,3,Good service,0.6666666666666665,0.0,Low,Satisfied
49,2.0,10,2,Unsatisfactory,0.1111111111111111,1.0,High,Dissatisfied
896,1.0,1,0,Unsatisfactory,0.0,0.0,Low,Dissatisfied
522,6.0,8,1,Good service,0.5555555555555556,0.7777777777777777,High,Neutral
40,8.0,4,0,Very satisfied,0.7777777777777777,0.3333333333333333,Low,Satisfied
914,1.0,4,2,Unsatisfactory,0.0,0.3333333333333333,Low,Dissatisfied
153,3.0,9,0,Needs improvement,0.2222222222222222,0.8888888888888888,High,Dissatisfied
106,1.0,2,4,Unsatisfactory,0.0,0.1111111111111111,Low,Dissatisfied
553,10.0,5,3,Excellent,1.0,0.4444444444444445,Medium,Satisfied
676,9.0,6,3,Very satisfied,0.8888888888888888,0.5555555555555556,Medium,Satisfied
770,7.0,6,4,Good service,0.6666666666666665,0.5555555555555556,Medium,Satisfied
211,8.0,10,2,Very satisfied,0.7777777777777777,1.0,High,Satisfied
202,9.0,3,3,Very satisfied,0.8888888888888888,0.2222222222222222,Low,Satisfied
433,3.0,10,2,Needs improvement,0.2222222222222222,1.0,High,Dissatisfied
707,10.0,6,4,Excellent,1.0,0.5555555555555556,Medium,Satisfied
565,2.0,10,2,Unsatisfactory,0.1111111111111111,1.0,High,Dissatisfied
147,6.0,10,4,Good service,0.5555555555555556,1.0,High,Neutral
499,5.0,5,3,Good service,0.4444444444444445,0.4444444444444445,Medium,Neutral
282,4.0,8,4,Needs improvement,0.3333333333333333,0.7777777777777777,High,Neutral
310,6.0,4,4,Good service,0.5555555555555556,0.3333333333333333,Low,Neutral
755,6.0,10,1,Good service,0.5555555555555556,1.0,High,Neutral
51,3.0,10,2,Needs improvement,0.2222222222222222,1.0,High,Dissatisfied
495,2.0,3,0,Unsatisfactory,0.1111111111111111,0.2222222222222222,Low,Dissatisfied
409,9.0,6,4,Very satisfied,0.8888888888888888,0.5555555555555556,Medium,Satisfied
626,8.0,10,4,Very satisfied,0.7777777777777777,1.0,High,Satisfied
273,4.0,9,1,Needs improvement,0.3333333333333333,0.8888888888888888,High,Neutral
458,6.0,8,3,Good service,0.5555555555555556,0.7777777777777777,High,Neutral
120,3.0,10,1,Needs improvement,0.2222222222222222,1.0,High,Dissatisfied
701,8.0,8,1,Very satisfied,0.7777777777777777,0.7777777777777777,High,Satisfied
46,3.0,3,2,Needs improvement,0.2222222222222222,0.2222222222222222,Low,Dissatisfied
243,2.0,1,1,Unsatisfactory,0.1111111111111111,0.0,Low,Dissatisfied
311,7.0,3,1,Good service,0.6666666666666665,0.2222222222222222,Low,Satisfied
562,3.0,3,1,Needs improvement,0.2222222222222222,0.2222222222222222,Low,Dissatisfied
331,9.0,6,3,Very satisfied,0.8888888888888888,0.5555555555555556,Medium,Satisfied
11,3.0,3,0,Needs improvement,0.2222222222222222,0.2222222222222222,Low,Dissatisfied
908,8.0,2,3,Very satisfied,0.7777777777777777,0.1111111111111111,Low,Satisfied
424,2.0,9,1,Unsatisfactory,0.1111111111111111,0.8888888888888888,High,Dissatisfied
48,9.0,6,2,Very satisfied,0.8888888888888888,0.5555555555555556,Medium,Satisfied
377,1.0,5,4,Unsatisfactory,0.0,0.4444444444444445,Medium,Dissatisfied
568,3.0,3,3,Needs improvement,0.2222222222222222,0.2222222222222222,Low,Dissatisfied
8,6.0,7,2,Good service,0.5555555555555556,0.6666666666666665,Medium,Neutral
984,7.0,7,0,Good service,0.6666666666666665,0.6666666666666665,Medium,Satisfied
526,5.0,4,1,Good service,0.4444444444444445,0.3333333333333333,Low,Neutral
727,8.0,10,3,Very satisfied,0.7777777777777777,1.0,High,Satisfied
370,2.0,2,2,Unsatisfactory,0.1111111111111111,0.1111111111111111,Low,Dissatisfied
440,8.0,2,1,Very satisfied,0.7777777777777777,0.1111111111111111,Low,Satisfied
757,7.0,8,2,Good service,0.6666666666666665,0.7777777777777777,High,Satisfied
566,5.0,4,0,Good service,0.4444444444444445,0.3333333333333333,Low,Neutral
484,2.0,7,0,Unsatisfactory,0.1111111111111111,0.6666666666666665,Medium,Dissatisfied
273,10.0,3,3,Excellent,1.0,0.2222222222222222,Low,Satisfied
941,7.0,9,4,Good service,0.6666666666666665,0.8888888888888888,High,Satisfied
901,10.0,10,3,Excellent,1.0,1.0,High,Satisfied
131,4.0,9,2,Needs improvement,0.3333333333333333,0.8888888888888888,High,Neutral
521,4.0,7,1,Needs improvement,0.3333333333333333,0.6666666666666665,Medium,Neutral
724,8.0,7,4,Very satisfied,0.7777777777777777,0.6666666666666665,Medium,Satisfied
634,6.0,1,4,Good service,0.5555555555555556,0.0,Low,Neutral
114,9.0,10,4,Very satisfied,0.8888888888888888,1.0,High,Satisfied
532,2.0,8,3,Unsatisfactory,0.1111111111111111,0.7777777777777777,High,Dissatisfied
499,5.0,2,1,Good service,0.4444444444444445,0.1111111111111111,Low,Neutral
339,6.0,8,4,Good service,0.5555555555555556,0.7777777777777777,High,Neutral
21,8.0,2,1,Very satisfied,0.7777777777777777,0.1111111111111111,Low,Satisfied
720,4.0,1,1,Needs improvement,0.3333333333333333,0.0,Low,Neutral
33,7.0,8,4,Good service,0.6666666666666665,0.7777777777777777,High,Satisfied
133,7.0,4,4,Good service,0.6666666666666665,0.3333333333333333,Low,Satisfied
920,4.0,10,4,Needs improvement,0.3333333333333333,1.0,High,Neutral
703,1.0,6,2,Unsatisfactory,0.0,0.5555555555555556,Medium,Dissatisfied
975,3.0,10,4,Needs improvement,0.2222222222222222,1.0,High,Dissatisfied
26,2.0,10,2,Unsatisfactory,0.1111111111111111,1.0,High,Dissatisfied
364,3.0,1,4,Needs improvement,0.2222222222222222,0.0,Low,Dissatisfied
601,5.0,9,4,Good service,0.4444444444444445,0.8888888888888888,High,Neutral
92,1.0,7,1,Unsatisfactory,0.0,0.6666666666666665,Medium,Dissatisfied
545,5.0,5,4,Good service,0.4444444444444445,0.4444444444444445,Medium,Neutral
238,2.0,6,4,Unsatisfactory,0.1111111111111111,0.5555555555555556,Medium,Dissatisfied
18,4.0,3,1,Needs improvement,0.3333333333333333,0.2222222222222222,Low,Neutral
274,6.0,9,1,Good service,0.5555555555555556,0.8888888888888888,High,Neutral
934,9.0,2,3,Very satisfied,0.8888888888888888,0.1111111111111111,Low,Satisfied
289,10.0,10,4,Excellent,1.0,1.0,High,Satisfied
27,6.0,1,3,Good service,0.5555555555555556,0.0,Low,Neutral
817,10.0,1,3,Excellent,1.0,0.0,Low,Satisfied
434,2.0,10,3,Unsatisfactory,0.1111111111111111,1.0,High,Dissatisfied
911,8.0,2,1,Very satisfied,0.7777777777777777,0.1111111111111111,Low,Satisfied
108,5.0,6,3,Good service,0.4444444444444445,0.5555555555555556,Medium,Neutral
973,9.0,6,4,Very satisfied,0.8888888888888888,0.5555555555555556,Medium,Satisfied
948,10.0,9,4,Excellent,1.0,0.8888888888888888,High,Satisfied
738,9.0,10,4,Very satisfied,0.8888888888888888,1.0,High,Satisfied
324,4.0,4,0,Needs improvement,0.3333333333333333,0.3333333333333333,Low,Neutral
867,1.0,8,1,Unsatisfactory,0.0,0.7777777777777777,High,Dissatisfied
531,9.0,4,0,Very satisfied,0.8888888888888888,0.3333333333333333,Low,Satisfied
735,9.0,3,1,Very satisfied,0.8888888888888888,0.2222222222222222,Low,Satisfied
793,8.0,4,0,Very satisfied,0.7777777777777777,0.3333333333333333,Low,Satisfied
104,5.0,1,0,Good service,0.4444444444444445,0.0,Low,Neutral
844,5.0,9,0,Good service,0.4444444444444445,0.8888888888888888,High,Neutral
332,10.0,5,1,Excellent,1.0,0.4444444444444445,Medium,Satisfied
362,6.0,7,3,Good service,0.5555555555555556,0.6666666666666665,Medium,Neutral
921,1.0,3,0,Unsatisfactory,0.0,0.2222222222222222,Low,Dissatisfied
289,9.0,5,1,Very satisfied,0.8888888888888888,0.4444444444444445,Medium,Satisfied
444,5.0,10,1,Good service,0.4444444444444445,1.0,High,Neutral
37,7.0,4,3,Good service,0.6666666666666665,0.3333333333333333,Low,Satisfied
348,8.0,7,1,Very satisfied,0.7777777777777777,0.6666666666666665,Medium,Satisfied
892,5.0,5,3,Good service,0.4444444444444445,0.4444444444444445,Medium,Neutral
756,3.0,2,4,Needs improvement,0.2222222222222222,0.1111111111111111,Low,Dissatisfied
43,6.0,3,2,Good service,0.5555555555555556,0.2222222222222222,Low,Neutral
126,7.0,8,4,Good service,0.6666666666666665,0.7777777777777777,High,Satisfied
9,4.0,3,1,Needs improvement,0.3333333333333333,0.2222222222222222,Low,Neutral
526,9.0,7,1,Very satisfied,0.8888888888888888,0.6666666666666665,Medium,Satisfied
131,4.0,5,3,Needs improvement,0.3333333333333333,0.4444444444444445,Medium,Neutral
325,10.0,7,4,Excellent,1.0,0.6666666666666665,Medium,Satisfied
184,2.0,10,3,Unsatisfactory,0.1111111111111111,1.0,High,Dissatisfied
282,9.0,9,3,Very satisfied,0.8888888888888888,0.8888888888888888,High,Satisfied
895,4.0,7,1,Needs improvement,0.3333333333333333,0.6666666666666665,Medium,Neutral
53,4.0,6,1,Needs improvement,0.3333333333333333,0.5555555555555556,Medium,Neutral
553,10.0,1,1,Excellent,1.0,0.0,Low,Satisfied
850,1.0,4,1,Unsatisfactory,0.0,0.3333333333333333,Low,Dissatisfied
870,2.0,8,4,Unsatisfactory,0.1111111111111111,0.7777777777777777,High,Dissatisfied
533,3.0,1,2,Needs improvement,0.2222222222222222,0.0,Low,Dissatisfied
377,7.0,6,0,Good service,0.6666666666666665,0.5555555555555556,Medium,Satisfied
295,9.0,2,4,Very satisfied,0.8888888888888888,0.1111111111111111,Low,Satisfied
208,5.0,9,2,Good service,0.4444444444444445,0.8888888888888888,High,Neutral
1000,4.0,8,0,Needs improvement,0.3333333333333333,0.7777777777777777,High,Neutral
663,2.0,9,3,Unsatisfactory,0.1111111111111111,0.8888888888888888,High,Dissatisfied
477,7.0,9,3,Good service,0.6666666666666665,0.8888888888888888,High,Satisfied
970,6.0,2,3,Good service,0.5555555555555556,0.1111111111111111,Low,Neutral
954,7.0,2,1,Good service,0.6666666666666665,0.1111111111111111,Low,Satisfied
69,8.0,9,3,Very satisfied,0.7777777777777777,0.8888888888888888,High,Satisfied
843,9.0,2,0,Very satisfied,0.8888888888888888,0.1111111111111111,Low,Satisfied
925,10.0,4,1,Excellent,1.0,0.3333333333333333,Low,Satisfied
830,5.0,2,1,Good service,0.4444444444444445,0.1111111111111111,Low,Neutral
437,5.0,1,1,Good service,0.4444444444444445,0.0,Low,Neutral
301,4.0,10,1,Needs improvement,0.3333333333333333,1.0,High,Neutral
27,3.0,7,1,Needs improvement,0.2222222222222222,0.6666666666666665,Medium,Dissatisfied
628,7.0,5,2,Good service,0.6666666666666665,0.4444444444444445,Medium,Satisfied
930,5.0,3,2,Good service,0.4444444444444445,0.2222222222222222,Low,Neutral
654,7.0,8,1,Good service,0.6666666666666665,0.7777777777777777,High,Satisfied
553,2.0,5,4,Unsatisfactory,0.1111111111111111,0.4444444444444445,Medium,Dissatisfied
106,9.0,1,3,Very satisfied,0.8888888888888888,0.0,Low,Satisfied
586,9.0,9,4,Very satisfied,0.8888888888888888,0.8888888888888888,High,Satisfied
572,9.0,5,4,Very satisfied,0.8888888888888888,0.4444444444444445,Medium,Satisfied
810,5.0,3,2,Good service,0.4444444444444445,0.2222222222222222,Low,Neutral
634,10.0,6,1,Excellent,1.0,0.5555555555555556,Medium,Satisfied
947,9.0,8,4,Very satisfied,0.8888888888888888,0.7777777777777777,High,Satisfied
715,1.0,2,1,Unsatisfactory,0.0,0.1111111111111111,Low,Dissatisfied
11,2.0,3,3,Unsatisfactory,0.1111111111111111,0.2222222222222222,Low,Dissatisfied
931,6.0,7,2,Good service,0.5555555555555556,0.6666666666666665,Medium,Neutral
659,5.0,2,1,Good service,0.4444444444444445,0.1111111111111111,Low,Neutral
216,5.0,5,4,Good service,0.4444444444444445,0.4444444444444445,Medium,Neutral
886,6.0,9,2,Good service,0.5555555555555556,0.8888888888888888,High,Neutral
321,8.0,7,3,Very satisfied,0.7777777777777777,0.6666666666666665,Medium,Satisfied
460,1.0,3,2,Unsatisfactory,0.0,0.2222222222222222,Low,Dissatisfied
957,10.0,2,3,Excellent,1.0,0.1111111111111111,Low,Satisfied
815,9.0,10,2,Very satisfied,0.8888888888888888,1.0,High,Satisfied
526,4.0,9,3,Needs improvement,0.3333333333333333,0.8888888888888888,High,Neutral
579,8.0,9,3,Very satisfied,0.7777777777777777,0.8888888888888888,High,Satisfied
692,5.0,9,3,Good service,0.4444444444444445,0.8888888888888888,High,Neutral
877,1.0,10,0,Unsatisfactory,0.0,1.0,High,Dissatisfied
754,9.0,3,1,Very satisfied,0.8888888888888888,0.2222222222222222,Low,Satisfied
160,8.0,1,0,Very satisfied,0.7777777777777777,0.0,Low,Satisfied
464,5.0,9,2,Good service,0.4444444444444445,0.8888888888888888,High,Neutral
998,4.0,7,3,Needs improvement,0.3333333333333333,0.6666666666666665,Medium,Neutral
522,8.0,2,4,Very satisfied,0.7777777777777777,0.1111111111111111,Low,Satisfied
636,9.0,6,2,Very satisfied,0.8888888888888888,0.5555555555555556,Medium,Satisfied
273,7.0,9,3,Good service,0.6666666666666665,0.8888888888888888,High,Satisfied
241,4.0,8,4,Needs improvement,0.3333333333333333,0.7777777777777777,High,Neutral
936,7.0,6,2,Good service,0.6666666666666665,0.5555555555555556,Medium,Satisfied
964,6.0,6,3,Good service,0.5555555555555556,0.5555555555555556,Medium,Neutral
959,3.0,8,1,Needs improvement,0.2222222222222222,0.7777777777777777,High,Dissatisfied
655,10.0,9,1,Excellent,1.0,0.8888888888888888,High,Satisfied
865,3.0,8,2,Needs improvement,0.2222222222222222,0.7777777777777777,High,Dissatisfied
167,1.0,1,2,Unsatisfactory,0.0,0.0,Low,Dissatisfied
569,5.0,2,4,Good service,0.4444444444444445,0.1111111111111111,Low,Neutral
650,8.0,6,4,Very satisfied,0.7777777777777777,0.5555555555555556,Medium,Satisfied
327,6.0,8,4,Good service,0.5555555555555556,0.7777777777777777,High,Neutral
865,8.0,4,1,Very satisfied,0.7777777777777777,0.3333333333333333,Low,Satisfied
529,7.0,4,1,Good service,0.6666666666666665,0.3333333333333333,Low,Satisfied
844,2.0,2,3,Unsatisfactory,0.1111111111111111,0.1111111111111111,Low,Dissatisfied
273,8.0,10,2,Very satisfied,0.7777777777777777,1.0,High,Satisfied
879,4.0,1,3,Needs improvement,0.3333333333333333,0.0,Low,Neutral
376,5.0,10,4,Good service,0.4444444444444445,1.0,High,Neutral
912,8.0,9,1,Very satisfied,0.7777777777777777,0.8888888888888888,High,Satisfied
375,5.0,7,1,Good service,0.4444444444444445,0.6666666666666665,Medium,Neutral
334,5.0,9,3,Good service,0.4444444444444445,0.8888888888888888,High,Neutral
3,6.0,2,3,Good service,0.5555555555555556,0.1111111111111111,Low,Neutral
243,7.0,10,3,Good service,0.6666666666666665,1.0,High,Satisfied
620,9.0,5,4,Very satisfied,0.8888888888888888,0.4444444444444445,Medium,Satisfied
51,7.0,2,3,Good service,0.6666666666666665,0.1111111111111111,Low,Satisfied
882,6.0,10,2,Good service,0.5555555555555556,1.0,High,Neutral
350,10.0,7,3,Excellent,1.0,0.6666666666666665,Medium,Satisfied
174,4.0,9,2,Needs improvement,0.3333333333333333,0.8888888888888888,High,Neutral
116,10.0,3,2,Excellent,1.0,0.2222222222222222,Low,Satisfied
695,2.0,1,4,Unsatisfactory,0.1111111111111111,0.0,Low,Dissatisfied
361,9.0,4,2,Very satisfied,0.8888888888888888,0.3333333333333333,Low,Satisfied
355,10.0,4,1,Excellent,1.0,0.3333333333333333,Low,Satisfied
666,5.0,6,4,Good service,0.4444444444444445,0.5555555555555556,Medium,Neutral
759,5.0,5,4,Good service,0.4444444444444445,0.4444444444444445,Medium,Neutral
76,3.0,5,0,Needs improvement,0.2222222222222222,0.4444444444444445,Medium,Dissatisfied
927,3.0,9,1,Needs improvement,0.2222222222222222,0.8888888888888888,High,Dissatisfied
756,1.0,1,3,Unsatisfactory,0.0,0.0,Low,Dissatisfied
81,5.0,8,0,Good service,0.4444444444444445,0.7777777777777777,High,Neutral
229,3.0,8,0,Needs improvement,0.2222222222222222,0.7777777777777777,High,Dissatisfied
72,2.0,8,3,Unsatisfactory,0.1111111111111111,0.7777777777777777,High,Dissatisfied
403,9.0,3,3,Very satisfied,0.8888888888888888,0.2222222222222222,Low,Satisfied
218,10.0,10,1,Excellent,1.0,1.0,High,Satisfied
452,6.0,8,4,Good service,0.5555555555555556,0.7777777777777777,High,Neutral
911,3.0,2,2,Needs improvement,0.2222222222222222,0.1111111111111111,Low,Dissatisfied
755,6.0,8,1,Good service,0.5555555555555556,0.7777777777777777,High,Neutral
367,9.0,8,4,Very satisfied,0.8888888888888888,0.7777777777777777,High,Satisfied
826,9.0,3,2,Very satisfied,0.8888888888888888,0.2222222222222222,Low,Satisfied
590,1.0,4,2,Unsatisfactory,0.0,0.3333333333333333,Low,Dissatisfied
670,2.0,9,3,Unsatisfactory,0.1111111111111111,0.8888888888888888,High,Dissatisfied
560,8.0,9,2,Very satisfied,0.7777777777777777,0.8888888888888888,High,Satisfied
312,1.0,10,2,Unsatisfactory,0.0,1.0,High,Dissatisfied
298,3.0,9,1,Needs improvement,0.2222222222222222,0.8888888888888888,High,Dissatisfied
24,7.0,10,1,Good service,0.6666666666666665,1.0,High,Satisfied
110,8.0,6,0,Very satisfied,0.7777777777777777,0.5555555555555556,Medium,Satisfied
52,5.0,1,4,Good service,0.4444444444444445,0.0,Low,Neutral
939,2.0,8,1,Unsatisfactory,0.1111111111111111,0.7777777777777777,High,Dissatisfied
290,3.0,9,2,Needs improvement,0.2222222222222222,0.8888888888888888,High,Dissatisfied
444,9.0,8,1,Very satisfied,0.8888888888888888,0.7777777777777777,High,Satisfied
467,10.0,1,1,Excellent,1.0,0.0,Low,Satisfied
259,7.0,6,1,Good service,0.6666666666666665,0.5555555555555556,Medium,Satisfied
324,1.0,9,1,Unsatisfactory,0.0,0.8888888888888888,High,Dissatisfied
651,3.0,9,1,Needs improvement,0.2222222222222222,0.8888888888888888,High,Dissatisfied
909,9.0,7,3,Very satisfied,0.8888888888888888,0.6666666666666665,Medium,Satisfied
818,7.0,7,2,Good service,0.6666666666666665,0.6666666666666665,Medium,Satisfied
338,2.0,4,1,Unsatisfactory,0.1111111111111111,0.3333333333333333,Low,Dissatisfied
